"doi","period","issn","ut"
"10.1007/s00104-016-0307-x",2016,"0009-4722","ut:000387845300015"
"10.1007/s00104-016-0243-9",2016,"0009-4722","ut:000387845300009"
"10.1007/s00104-016-0205-2",2016,"0009-4722","ut:000387845300007"
"10.1007/s00104-016-0275-1",2016,"0009-4722","ut:000382691300011"
"10.1007/s00104-016-0268-0",2016,"0009-4722","ut:000382691300015"
"10.1007/s00104-016-0242-x",2016,"0009-4722","ut:000382691300008"
"10.1007/s00104-016-0304-0",2016,"0009-4722","ut:000387845300012"
"10.1007/s00104-016-0290-2",2016,"0009-4722","ut:000387845300005"
"10.1007/s00104-016-0232-z",2016,"0009-4722","ut:000387845300010"
"10.1007/s00104-016-0219-9",2016,"0009-4722","ut:000387845300011"
"10.1007/s00104-016-0254-6",2016,"0009-4722","ut:000382691300005"
"10.1007/s00104-016-0283-1",2016,"0009-4722","ut:000382691300016"
"10.1007/s00104-016-0271-5",2016,"0009-4722","ut:000382691300012"
"10.1007/s00104-016-0269-z",2016,"0009-4722","ut:000382691300014"
"10.1007/s00104-016-0270-6",2016,"0009-4722","ut:000382691300013"
"10.1007/s00104-016-0231-0",2016,"0009-4722","ut:000382691300004"
"10.1007/s00104-016-0235-9",2016,"0009-4722","ut:000382691300009"
"10.1007/s00104-016-0280-4",2016,"0009-4722","ut:000385165500012"
"10.1007/s00104-016-0286-y",2016,"0009-4722","ut:000385165500001"
"10.1007/s00104-016-0286-y",2016,"0009-4722","ut:000385165500001"
"10.1007/s00104-016-0281-3",2016,"0009-4722","ut:000385165500013"
"10.1007/s00104-016-0285-z",2016,"0009-4722","ut:000385165500014"
"10.1007/s00104-016-0282-2",2016,"0009-4722","ut:000385165500016"
"10.1007/s00104-016-0284-0",2016,"0009-4722","ut:000385165500015"
"10.1007/s00104-016-0234-x",2016,"0009-4722","ut:000385165500002"
"10.1007/s00104-016-0176-3",2016,"0009-4722","ut:000374335400013"
"10.1007/s00104-015-0091-z",2016,"0009-4722","ut:000374335400008"
"10.1007/s00104-015-0138-1",2016,"0009-4722","ut:000374335400003"
"10.1007/s00104-016-0174-5",2016,"0009-4722","ut:000374335400015"
"10.1007/s00104-016-0175-4",2016,"0009-4722","ut:000374335400014"
"10.1007/s00104-016-0257-3",2016,"0009-4722","ut:000382691300002"
"10.1007/s00104-016-0262-6",2016,"0009-4722","ut:000382691300001"
"10.1007/s00104-016-0161-x",2016,"0009-4722","ut:000382691300010"
"10.1007/s00104-016-0198-x",2016,"0009-4722","ut:000382691300007"
"10.1007/s00104-016-0247-5",2016,"0009-4722","ut:000385165500005"
"10.1007/s00104-016-0214-1",2016,"0009-4722","ut:000385165500008"
"10.1007/s00104-016-0216-z",2016,"0009-4722","ut:000385165500010"
"10.1007/s00104-016-0240-z",2016,"0009-4722","ut:000385165500009"
"10.1007/s00104-015-0122-9",2016,"0009-4722","ut:000374335400009"
"10.1007/s00104-016-0277-z",2016,"0009-4722","ut:000385165500007"
"10.1007/s00104-016-0279-x",2016,"0009-4722","ut:000385165500011"
"10.1007/s00104-016-0278-y",2016,"0009-4722","ut:000385165500006"
"10.1007/s00104-016-0274-2",2016,"0009-4722","ut:000385165500017"
"10.1007/s00104-016-0255-5",2016,"0009-4722","ut:000385165500004"
"10.1007/s00104-016-0181-6",2016,"0009-4722","ut:000374335400006"
"10.1007/s00104-016-0182-5",2016,"0009-4722","ut:000374335400016"
"10.1007/s00104-016-0177-2",2016,"0009-4722","ut:000374335400012"
"10.1007/s00104-016-0152-y",2016,"0009-4722","ut:000374335400001"
"10.1007/s00104-015-0149-y",2016,"0009-4722","ut:000374335400007"
"10.1007/s00104-015-0126-5",2016,"0009-4722","ut:000374335400010"
"10.1007/s00104-015-0141-6",2016,"0009-4722","ut:000374335400004"
"10.1007/s00104-016-0153-x",2016,"0009-4722","ut:000374335400005"
"10.1007/s00104-016-0158-5",2016,"0009-4722","ut:000374335400017"
"10.1007/s00104-015-0064-2",2016,"0009-4722","ut:000374335400011"
"10.1007/s00104-017-0393-4",2017,"0009-4722","ut:000396092800015"
"10.1007/s00104-016-0157-6",2016,"0009-4722","ut:000374335400002"
"10.1007/s00104-017-0376-5",2017,"0009-4722","ut:000396092800012"
"10.1007/s00104-016-0338-3",2017,"0009-4722","ut:000396092800006"
"10.1007/s00104-017-0394-3",2017,"0009-4722","ut:000396092800016"
"10.1007/s00104-016-0344-5",2017,"0009-4722","ut:000396092800003"
"10.1007/s00104-017-0403-6",2017,"0009-4722","ut:000396092800005"
"10.1007/s00104-016-0365-0",2017,"0009-4722","ut:000396092800004"
"10.1007/s00104-017-0383-6",2017,"0009-4722","ut:000396092800017"
"10.1007/s00104-017-0391-6",2017,"0009-4722","ut:000396092800014"
"10.1007/s00104-016-0291-1",2017,"0009-4722","ut:000396092800010"
"10.1007/s00104-016-0276-0",2017,"0009-4722","ut:000396092800009"
"10.1007/s00104-017-0373-8",2017,"0009-4722","ut:000396092800001"
"10.1007/s00104-016-0346-3",2017,"0009-4722","ut:000396092800007"
"10.1007/s00104-016-0345-4",2017,"0009-4722","ut:000396092800011"
"10.1007/s00104-016-0349-0",2017,"0009-4722","ut:000392374700015"
"10.1007/s00104-016-0331-x",2017,"0009-4722","ut:000392374700014"
"10.1007/s00104-016-0261-7",2017,"0009-4722","ut:000396092800013"
"10.1007/s00104-016-0361-4",2017,"0009-4722","ut:000392374700018"
"10.1007/s00104-016-0354-3",2017,"0009-4722","ut:000392374700013"
"10.1007/s00104-016-0297-8",2017,"0009-4722","ut:000392374700007"
"10.1007/s00104-016-0358-z",2017,"0009-4722","ut:000392374700017"
"10.1007/s00104-016-0348-1",2017,"0009-4722","ut:000392374700016"
"10.1007/s00104-016-0264-4",2017,"0009-4722","ut:000394460100010"
"10.1007/s00104-017-0375-6",2017,"0009-4722","ut:000394460100014"
"10.1007/s00104-017-0370-y",2017,"0009-4722","ut:000394460100017"
"10.1007/s00104-016-0318-7",2017,"0009-4722","ut:000392311400007"
"10.1007/s00104-016-0330-y",2017,"0009-4722","ut:000392374700019"
"10.1007/s00104-016-0327-6",2017,"0009-4722","ut:000392374700002"
"10.1007/s00104-016-0335-6",2017,"0009-4722","ut:000392374700001"
"10.1007/s00104-016-0303-1",2017,"0009-4722","ut:000392374700004"
"10.1007/s00104-016-0336-5",2017,"0009-4722","ut:000392374700006"
"10.1007/s00104-016-0319-6",2017,"0009-4722","ut:000392374700003"
"10.1007/s00104-016-0241-y",2017,"0009-4722","ut:000392374700011"
"10.1007/s00104-016-0301-3",2017,"0009-4722","ut:000392374700005"
"10.1007/s00104-016-0353-4",2017,"0009-4722","ut:000392374700009"
"10.1007/s00104-016-0267-1",2017,"0009-4722","ut:000392374700010"
"10.1007/s00104-016-0244-8",2017,"0009-4722","ut:000392374700008"
"10.1007/s00104-016-0326-7",2017,"0009-4722","ut:000392374700012"
"10.1007/s00104-016-0342-7",2017,"0009-4722","ut:000394460100007"
"10.1007/s00104-016-0341-8",2017,"0009-4722","ut:000394460100006"
"10.1007/s00104-017-0371-x",2017,"0009-4722","ut:000394460100016"
"10.1007/s00104-016-0350-7",2017,"0009-4722","ut:000394460100001"
"10.1007/s00104-016-0340-9",2017,"0009-4722","ut:000394460100003"
"10.1007/s00104-016-0339-2",2017,"0009-4722","ut:000394460100002"
"10.1007/s00104-016-0320-0",2017,"0009-4722","ut:000394460100018"
"10.1007/s00104-016-0343-6",2017,"0009-4722","ut:000394460100008"
"10.1007/s00104-016-0367-y",2017,"0009-4722","ut:000394460100019"
"10.1007/s00104-017-0374-7",2017,"0009-4722","ut:000394460100015"
"10.1007/s00104-016-0337-4",2017,"0009-4722","ut:000394460100004"
"10.1007/s00104-016-0295-x",2017,"0009-4722","ut:000394460100011"
"10.1007/s00104-016-0355-2",2017,"0009-4722","ut:000394460100013"
"10.1007/s00104-016-0355-2",2017,"0009-4722","ut:000394460100013"
"10.1007/s00104-016-0355-2",2017,"0009-4722","ut:000394460100013"
"10.1007/s00104-016-0355-2",2017,"0009-4722","ut:000394460100013"
"10.1007/s00104-016-0316-9",2017,"0009-4722","ut:000394460100009"
"10.1007/s00362-014-0640-4",2016,"0932-5026","ut:000370874400005"
"10.1007/s00362-016-0755-x",2016,"0932-5026","ut:000387849900015"
"10.1007/s12672-016-0260-7",2016,"1868-8497","ut:000375917800006"
"10.1007/s12672-015-0245-y",2016,"1868-8497","ut:000368697400008"
"10.1007/s12672-016-0273-2",2016,"1868-8497","ut:000387224600007"
"10.1134/S1029959916020090",2016,"1029-9599","ut:000376691100009"
"10.1134/S1029959916020016",2016,"1029-9599","ut:000376691100001"
"10.1134/S1029959916020028",2016,"1029-9599","ut:000376691100002"
"10.1134/S1029959916020089",2016,"1029-9599","ut:000376691100008"
"10.1134/81029959916020077",2016,"1029-9599","ut:000376691100007"
"10.1134/81029959916020107",2016,"1029-9599","ut:000376691100010"
"10.1134/S1029959916020053",2016,"1029-9599","ut:000376691100005"
"10.1134/S1029959916040044",2016,"1029-9599","ut:000389001700004"
"10.1007/s10876-016-1003-1",2016,"1040-7278","ut:000374690500009"
"10.1007/s10876-016-1117-5",2017,"1040-7278","ut:000394983200013"
"10.1007/s41348-016-0014-3",2016,"1861-3829","ut:000381801300005"
"10.1007/s41348-016-0014-3",2016,"1861-3829","ut:000381801300005"
"10.1007/s41348-016-0018-z",2016,"1861-3829","ut:000381801300007"
"10.1007/s41348-016-0018-z",2016,"1861-3829","ut:000381801300007"
"10.1007/s41348-016-0038-8",2016,"1861-3829","ut:000392201900011"
"10.1007/s41348-016-0029-9",2016,"1861-3829","ut:000392201900010"
"10.1007/s41348-016-0038-8",2016,"1861-3829","ut:000392201900011"
"10.1007/s41348-016-0029-9",2016,"1861-3829","ut:000392201900010"
"10.1007/s41348-016-0024-1",2016,"1861-3829","ut:000381801600004"
"10.1007/s41348-016-0024-1",2016,"1861-3829","ut:000381801600004"
"10.1007/s41348-016-0041-0",2017,"1861-3829","ut:000397234600001"
"10.1007/s41348-016-0041-0",2017,"1861-3829","ut:000397234600001"
"10.1007/s41348-016-0023-2",2016,"1861-3829","ut:000381801600001"
"10.1007/s41348-016-0023-2",2016,"1861-3829","ut:000381801600001"
"10.1007/s00117-015-0070-x",2016,"0033-832X","ut:000372430900002"
"10.1007/s00117-016-0079-9",2016,"0033-832X","ut:000372430900006"
"10.1007/s11172-016-1389-9",2016,"1066-5285","ut:000391826700045"
"10.3758/s13428-016-0716-2",2016,"1554-351X","ut:000382653900004"
"10.3758/s13428-015-0622-z",2016,"1554-351X","ut:000382653900012"
"10.3758/s13428-015-0628-6",2016,"1554-351X","ut:000382653900017"
"10.3758/s13428-015-0590-3",2016,"1554-351X","ut:000379772600019"
"10.1007/s13239-015-0254-6",2016,"1869-408X","ut:000380358700006"
"10.1007/s11934-015-0570-2",2016,"1527-2737","ut:000370071900005"
"10.1007/s11274-016-2060-1",2016,"0959-3993","ut:000377115100017"
"10.1007/s11274-016-2071-y",2016,"0959-3993","ut:000379023800007"
"10.1007/s12083-015-0418-z",2017,"1936-6442","ut:000392147200014"
"10.1007/s00161-015-0418-5",2016,"0935-1175","ut:000374970800011"
"10.1007/s00161-014-0406-1",2016,"0935-1175","ut:000374970800004"
"10.1007/s00161-015-0415-8",2016,"0935-1175","ut:000374970800010"
"10.1007/s00161-015-0417-6",2016,"0935-1175","ut:000374970800013"
"10.1007/s00161-015-0483-9",2016,"0935-1175","ut:000382016900010"
"10.1007/s00161-015-0490-x",2016,"0935-1175","ut:000382016900015"
"10.1007/s00161-016-0506-1",2016,"0935-1175","ut:000385144500021"
"10.1007/s00161-016-0494-1",2016,"0935-1175","ut:000385144500001"
"10.1007/s00161-015-0472-z",2016,"0935-1175","ut:000382016900001"
"10.1007/s00161-015-0491-9",2016,"0935-1175","ut:000382016900016"
"10.1007/s00161-015-0485-7",2016,"0935-1175","ut:000382016900012"
"10.1007/s00161-015-0484-8",2016,"0935-1175","ut:000382016900011"
"10.1007/s00161-015-0477-7",2016,"0935-1175","ut:000382016900005"
"10.1007/s00161-016-0517-y",2016,"0935-1175","ut:000385144500017"
"10.1007/s00161-015-0439-0",2016,"0935-1175","ut:000368078300026"
"10.1007/s00161-015-0469-7",2016,"0935-1175","ut:000378783100012"
"10.1007/s00161-015-0468-8",2016,"0935-1175","ut:000378783100014"
"10.1007/s00161-016-0528-8",2017,"0935-1175","ut:000392126500014"
"10.1007/s00161-016-0533-y",2017,"0935-1175","ut:000392126500013"
"10.1007/s00161-016-0529-7",2017,"0935-1175","ut:000392126500012"
"10.1007/s00161-016-0535-9",2017,"0935-1175","ut:000392126500015"
"10.1007/s00161-016-0515-0",2017,"0935-1175","ut:000392126500004"
"10.1007/s00161-016-0544-8",2017,"0935-1175","ut:000394976400010"
"10.1007/s00161-016-0521-2",2017,"0935-1175","ut:000392126500005"
"10.1007/s10182-016-0276-x",2017,"1863-8171","ut:000396435200004"
"10.1007/s10182-015-0260-x",2016,"1863-8171","ut:000380040900003"
"10.1007/s10182-015-0262-8",2016,"1863-8171","ut:000380040900005"
"10.1007/s10182-016-0269-9",2016,"1863-8171","ut:000385155800004"
"10.1007/s10182-015-0264-6",2016,"1863-8171","ut:000385155800001"
"10.1007/s00761-015-2994-1",2016,"0947-8965","ut:000371253800002"
"10.1007/s00761-015-3046-6",2016,"0947-8965","ut:000371253800007"
"10.1007/s00761-016-0034-4",2016,"0947-8965","ut:000374972000011"
"10.1007/s00761-016-0006-8",2016,"0947-8965","ut:000374972000006"
"",2016,"0947-8965","ut:000374972000008"
"10.1007/s00761-016-0037-1",2016,"0947-8965","ut:000374972000010"
"10.1007/s00761-015-3008-z",2016,"0947-8965","ut:000371254200004"
"10.1007/s00761-016-0041-5",2016,"0947-8965","ut:000376912000013"
"10.1007/s00761-016-0045-1",2016,"0947-8965","ut:000376912000010"
"10.1007/s00761-016-0029-1",2016,"0947-8965","ut:000376912000004"
"10.1007/s00761-015-2998-x",2016,"0947-8965","ut:000371253800004"
"10.1007/s00761-015-2997-y",2016,"0947-8965","ut:000371253800003"
"10.1007/s00761-016-0016-6",2016,"0947-8965","ut:000374972000001"
"10.1007/s00761-016-0038-0",2016,"0947-8965","ut:000374972000007"
"10.1007/s00761-016-0020-x",2016,"0947-8965","ut:000374972000002"
"10.1007/s00761-016-0011-y",2016,"0947-8965","ut:000374972000004"
"10.1007/s00761-015-0002-4",2016,"0947-8965","ut:000374972000005"
"10.1007/s00761-016-0005-9",2016,"0947-8965","ut:000374972000003"
"10.1007/s00761-015-3005-2",2016,"0947-8965","ut:000371254200003"
"10.1007/s00761-016-0031-7",2016,"0947-8965","ut:000376912000005"
"10.1007/s00761-016-0054-0",2016,"0947-8965","ut:000376912000009"
"10.1007/s00761-016-0033-5",2016,"0947-8965","ut:000376912000006"
"10.1007/s00761-016-0028-2",2016,"0947-8965","ut:000376912000007"
"10.1007/s00761-016-0043-3",2016,"0947-8965","ut:000376912000002"
"10.1007/s00761-016-0030-8",2016,"0947-8965","ut:000376912000003"
"10.1007/s00761-016-0032-6",2016,"0947-8965","ut:000376912000008"
"10.1007/s00761-016-0046-0",2016,"0947-8965","ut:000376912000001"
"",2016,"0947-8965","ut:000376912000011"
"10.1007/s00761-016-0032-6",2016,"0947-8965","ut:000376912000008"
"10.1007/s00761-016-0081-x",2016,"0947-8965","ut:000380670100009"
"10.1007/s00761-016-0059-8",2016,"0947-8965","ut:000380670100006"
"10.1007/s00761-016-0048-y",2016,"0947-8965","ut:000380670100002"
"10.1007/s00761-016-0050-4",2016,"0947-8965","ut:000380670100007"
"10.1007/s00761-016-0087-4",2016,"0947-8965","ut:000380670100001"
"10.1007/s00761-016-0057-x",2016,"0947-8965","ut:000380670100014"
"10.1007/s00761-016-0057-x",2016,"0947-8965","ut:000380670100014"
"10.1007/s00761-016-0075-8",2016,"0947-8965","ut:000380670100005"
"10.1007/s00761-016-0074-9",2016,"0947-8965","ut:000380670100008"
"10.1007/s00761-016-0065-x",2016,"0947-8965","ut:000380670100004"
"10.1007/s00761-016-0063-z",2016,"0947-8965","ut:000380670100013"
"10.1007/s00761-016-0066-9",2016,"0947-8965","ut:000380670100012"
"10.1007/s00761-016-0052-2",2016,"0947-8965","ut:000380669900002"
"10.1007/s00761-016-0055-z",2016,"0947-8965","ut:000380669900009"
"10.1007/s00761-016-0072-y",2016,"0947-8965","ut:000380669900001"
"10.1007/s00761-016-0026-4",2016,"0947-8965","ut:000380669900004"
"10.1007/s00761-016-0026-4",2016,"0947-8965","ut:000380669900004"
"10.1007/s00761-016-0133-2",2016,"0947-8965","ut:000388974700006"
"10.1007/s00761-016-0071-z",2016,"0947-8965","ut:000380670100010"
"10.1007/s00761-016-0067-8",2016,"0947-8965","ut:000380670100011"
"10.1007/s00761-016-0035-3",2016,"0947-8965","ut:000380669900006"
"10.1007/s00761-016-0069-6",2016,"0947-8965","ut:000380669900007"
"10.1007/s00761-016-0042-4",2016,"0947-8965","ut:000380669900011"
"10.1007/s00761-016-0058-9",2016,"0947-8965","ut:000380669900010"
"10.1007/s00761-016-0051-3",2016,"0947-8965","ut:000380669900003"
"10.1007/s00761-016-0040-6",2016,"0947-8965","ut:000380669900005"
"10.1007/s11365-014-0331-6",2016,"1554-7191","ut:000369327400012"
"10.1007/s11365-015-0357-4",2016,"1554-7191","ut:000376095900014"
"10.1007/s11365-015-0374-3",2016,"1554-7191","ut:000387228900004"
"10.1007/s11365-015-0374-3",2016,"1554-7191","ut:000387228900004"
"10.1007/s11365-016-0404-9",2017,"1554-7191","ut:000394301700010"
"10.1007/s00761-016-0102-9",2016,"0947-8965","ut:000387128400006"
"10.1007/s00761-016-0097-2",2016,"0947-8965","ut:000385166300011"
"10.1007/s00761-016-0104-7",2016,"0947-8965","ut:000385166300013"
"10.1007/s00761-016-0110-9",2016,"0947-8965","ut:000385166900011"
"10.1007/s00761-016-0094-5",2016,"0947-8965","ut:000385166900005"
"10.1007/s00761-016-0078-5",2016,"0947-8965","ut:000385166900013"
"10.1007/s00761-016-0014-8",2016,"0947-8965","ut:000374972600006"
"10.1007/s00761-017-0191-0",2017,"0947-8965","ut:000394989800014"
"10.1007/s00761-016-0156-8",2017,"0947-8965","ut:000394989800007"
"10.1007/s00761-016-0147-9",2017,"0947-8965","ut:000392386100013"
"10.1007/s00761-016-0145-y",2017,"0947-8965","ut:000394156200010"
"10.1007/s00761-016-0146-x",2017,"0947-8965","ut:000394156200007"
"10.1007/s00761-016-0157-7",2017,"0947-8965","ut:000394156200012"
"10.1007/s00761-016-0171-9",2017,"0947-8965","ut:000394156200002"
"10.1007/s00761-016-0170-x",2017,"0947-8965","ut:000394156200001"
"10.1007/s00761-016-0123-4",2016,"0947-8965","ut:000387128400008"
"10.1007/s00761-016-0123-4",2016,"0947-8965","ut:000387128400008"
"10.1007/s00761-016-0103-8",2016,"0947-8965","ut:000387128400004"
"10.1007/s00761-016-0109-2",2016,"0947-8965","ut:000387128400005"
"10.1007/s00761-016-0088-3",2016,"0947-8965","ut:000387128400011"
"10.1007/s00761-016-0096-3",2016,"0947-8965","ut:000387128400012"
"10.1007/s00761-016-0119-0",2016,"0947-8965","ut:000387128400003"
"10.1007/s00761-016-0121-6",2016,"0947-8965","ut:000387128400007"
"10.1007/s00761-016-0114-5",2016,"0947-8965","ut:000387128400013"
"10.1007/s00761-016-0122-5",2016,"0947-8965","ut:000387128400009"
"10.1007/s00761-016-0086-5",2016,"0947-8965","ut:000387128400010"
"10.1007/s00761-016-0036-2",2016,"0947-8965","ut:000385166300012"
"10.1007/s00761-016-0093-6",2016,"0947-8965","ut:000385166300010"
"10.1007/s00761-017-0192-z",2017,"0947-8965","ut:000394989800013"
"10.1007/s00761-016-0084-7",2016,"0947-8965","ut:000385166300009"
"10.1007/s00761-016-0076-7",2016,"0947-8965","ut:000385166300014"
"10.1007/s00761-016-0061-1",2016,"0947-8965","ut:000385166300006"
"10.1007/s00761-016-0064-y",2016,"0947-8965","ut:000385166300015"
"10.1007/s00761-016-0079-4",2016,"0947-8965","ut:000385166300008"
"10.1007/s00761-016-0077-6",2016,"0947-8965","ut:000385166900012"
"10.1007/s00761-016-0085-6",2016,"0947-8965","ut:000385166900014"
"10.1007/s00761-016-0107-4",2016,"0947-8965","ut:000385166900009"
"10.1007/s00761-016-0073-x",2016,"0947-8965","ut:000385166900015"
"10.1007/s00761-016-0091-8",2016,"0947-8965","ut:000385166900003"
"10.1007/s00761-016-0105-6",2016,"0947-8965","ut:000385166900001"
"10.1007/s00761-016-0108-3",2016,"0947-8965","ut:000385166900002"
"10.1007/s00761-016-0098-1",2016,"0947-8965","ut:000385166900007"
"10.1007/s00761-016-0099-0",2016,"0947-8965","ut:000385166900008"
"10.1007/s00761-016-0100-y",2016,"0947-8965","ut:000385166900006"
"10.1007/s00761-016-0080-y",2016,"0947-8965","ut:000385166900010"
"10.1007/s00761-016-0018-4",2016,"0947-8965","ut:000374972600002"
"10.1007/s00761-016-0022-8",2016,"0947-8965","ut:000374972600001"
"10.1007/s00761-016-0021-9",2016,"0947-8965","ut:000374972600004"
"10.1007/s00761-016-0013-9",2016,"0947-8965","ut:000374972600003"
"10.1007/s00761-016-0017-5",2016,"0947-8965","ut:000374972600005"
"10.1007/s00761-015-3077-z",2016,"0947-8965","ut:000374972600008"
"10.1007/s00761-016-0012-x",2016,"0947-8965","ut:000374972600007"
"10.1007/s00761-016-0027-3",2016,"0947-8965","ut:000374972600009"
"10.1007/s00761-016-0024-6",2016,"0947-8965","ut:000374972600010"
"10.1007/s00761-016-0179-1",2017,"0947-8965","ut:000394989800005"
"10.1007/s00761-016-0179-1",2017,"0947-8965","ut:000394989800005"
"10.1007/s00761-017-0195-9",2017,"0947-8965","ut:000394989800010"
"10.1007/s00761-016-0132-3",2017,"0947-8965","ut:000394989800016"
"10.1007/s00761-016-0155-9",2017,"0947-8965","ut:000394989800004"
"10.1007/s00761-016-0140-3",2017,"0947-8965","ut:000394989800002"
"10.1007/s00761-016-0151-0",2017,"0947-8965","ut:000394989800003"
"10.1007/s00761-017-0201-2",2017,"0947-8965","ut:000394989800009"
"10.1007/s00761-017-0187-9",2017,"0947-8965","ut:000394989800012"
"10.1007/s00761-016-0169-3",2017,"0947-8965","ut:000394989800008"
"10.1007/s00761-016-0144-z",2017,"0947-8965","ut:000394989800006"
"10.1007/s00761-016-0175-5",2017,"0947-8965","ut:000394989800001"
"10.1007/s00761-017-0194-x",2017,"0947-8965","ut:000394989800011"
"10.1007/s00761-016-0159-5",2017,"0947-8965","ut:000394989800015"
"10.1007/s00761-016-0166-6",2017,"0947-8965","ut:000392386100004"
"10.1007/s00761-016-0165-7",2017,"0947-8965","ut:000392386100012"
"10.1007/s00761-016-0173-7",2017,"0947-8965","ut:000392386100001"
"10.1007/s00761-016-0095-4",2017,"0947-8965","ut:000392386100003"
"10.1007/s00761-016-0162-x",2017,"0947-8965","ut:000392386100008"
"10.1007/s00761-016-0172-8",2017,"0947-8965","ut:000392386100010"
"10.1007/s00761-016-0128-z",2017,"0947-8965","ut:000392386100005"
"10.1007/s00761-016-0167-5",2017,"0947-8965","ut:000392386100002"
"10.1007/s00761-016-0112-7",2017,"0947-8965","ut:000392386100015"
"10.1007/s00761-016-0139-9",2017,"0947-8965","ut:000392386100011"
"10.1007/s00761-016-0129-y",2017,"0947-8965","ut:000392386100007"
"10.1007/s00761-016-0137-y",2017,"0947-8965","ut:000392386100014"
"10.1007/s00761-016-0148-8",2017,"0947-8965","ut:000392386100006"
"10.1007/s00761-016-0154-x",2017,"0947-8965","ut:000392386100009"
"10.1007/s00761-016-0142-1",2017,"0947-8965","ut:000394156200009"
"10.1007/s00761-016-0168-4",2017,"0947-8965","ut:000394156200003"
"10.1007/s00761-016-0174-6",2017,"0947-8965","ut:000394156200004"
"10.1007/s00761-016-0160-z",2017,"0947-8965","ut:000394156200013"
"10.1007/s00761-016-0149-7",2017,"0947-8965","ut:000394156200005"
"10.1007/s00761-016-0138-x",2017,"0947-8965","ut:000394156200008"
"10.1007/s10098-016-1208-x",2016,"1618-954X","ut:000384470700003"
"10.1007/s10098-016-1196-x",2017,"1618-954X","ut:000392071100010"
"10.3758/s13428-015-0678-9",2016,"1554-351X","ut:000392719000040"
"10.3758/s13428-015-0660-6",2016,"1554-351X","ut:000392719000020"
"10.1007/978-3-319-30087-0_16",2016,"2191-5644","ut:000385281400016"
"10.1007/978-3-319-35132-2_11",2016,"2194-1009","ut:000391871300011"
"10.1007/978-3-319-29739-2_36",2016,"2191-5644","ut:000381724700036"
"10.1007/978-3-319-29739-2_11",2016,"2191-5644","ut:000381724700011"
"10.1007/978-3-319-30249-2_14",2016,"2191-5644","ut:000381976700014"
"10.1007/978-3-319-30249-2_8",2016,"2191-5644","ut:000381976700008"
"10.1007/978-3-319-42402-6_35",2016,"2194-1009","ut:000391880500035"
"10.1007/978-3-319-31721-2_12",2016,"1869-8433","ut:000390825500012"
"10.1007/978-3-319-31721-2_8",2016,"1869-8433","ut:000390825500008"
"10.1007/978-3-319-41600-7_14",2017,"2191-5644","ut:000392264400014"
"10.1007/978-3-319-41600-7_19",2017,"2191-5644","ut:000392264400019"
"10.1007/978-3-319-32857-7_41",2016,"2194-1009","ut:000391876600041"
"10.1007/978-3-319-15221-9_20",2016,"2191-5644","ut:000381753700020"
"10.1007/978-3-319-29763-7_11",2016,"2191-5644","ut:000381725500011"
"10.1007/978-3-319-29763-7_2",2016,"2191-5644","ut:000381725500002"
"10.1007/978-3-319-29763-7_33",2016,"2191-5644","ut:000381725500033"
"10.1007/978-3-319-29763-7_34",2016,"2191-5644","ut:000381725500034"
"10.1007/978-3-319-29763-7_44",2016,"2191-5644","ut:000381725500044"
"10.1007/978-3-319-29763-7_10",2016,"2191-5644","ut:000381725500010"
"10.1007/978-3-319-27517-8_1",2016,"2194-1009","ut:000373335800001"
"10.1007/978-3-319-20013-2_5",2016,"0179-5953","ut:000369646500007"
"10.1007/978-3-319-29971-6_21",2016,"1865-0929","ut:000371404500021"
"10.1007/978-3-319-29971-6_2",2016,"1865-0929","ut:000371404500002"
"10.1007/978-3-319-29971-6_7",2016,"1865-0929","ut:000371404500007"
"10.1007/978-3-319-29971-6_8",2016,"1865-0929","ut:000371404500008"
"10.1007/978-3-319-29971-6_2",2016,"1865-0929","ut:000371404500002"
"10.1007/978-3-319-29971-6_21",2016,"1865-0929","ut:000371404500021"
"10.1007/978-3-319-29971-6_7",2016,"1865-0929","ut:000371404500007"
"10.1007/978-3-319-29971-6_8",2016,"1865-0929","ut:000371404500008"
"10.1007/978-3-319-24560-7_28",2016,"2194-5357","ut:000381878700028"
"10.1007/978-3-319-24560-7_32",2016,"2194-5357","ut:000381878700032"
"10.1007/978-3-319-24560-7_21",2016,"2194-5357","ut:000381878700021"
"10.1007/978-3-319-24560-7_24",2016,"2194-5357","ut:000381878700024"
"10.1007/978-3-319-24560-7_23",2016,"2194-5357","ut:000381878700023"
"10.1007/978-3-319-24560-7_10",2016,"2194-5357","ut:000381878700010"
"10.1007/978-3-319-24560-7_33",2016,"2194-5357","ut:000381878700033"
"10.1007/978-3-319-24560-7_31",2016,"2194-5357","ut:000381878700031"
"10.1007/978-3-319-24560-7_22",2016,"2194-5357","ut:000381878700022"
"10.1007/978-3-319-24560-7_7",2016,"2194-5357","ut:000381878700007"
"10.1007/978-3-319-24560-7_13",2016,"2194-5357","ut:000381878700013"
"10.1007/978-3-319-24560-7_20",2016,"2194-5357","ut:000381878700020"
"10.1007/978-3-319-24560-7_27",2016,"2194-5357","ut:000381878700027"
"10.1007/978-3-319-24560-7_6",2016,"2194-5357","ut:000381878700006"
"10.1007/978-3-319-24560-7_28",2016,"2194-5357","ut:000381878700028"
"10.1007/978-3-319-24560-7_32",2016,"2194-5357","ut:000381878700032"
